gene	pip	chr
C1orf43	0	1
UBAP2L	0.0451666666666667	1
AQP10	0	1
ATP8B2	0	1
IL6R-AS1	0	1
IL6R	0	1
SHE	0	1
TDRD10	0	1
CHRNB2	0	1
ADAR	0	1
KCNN3	0.1195	1
PMVK	0	1
PBXIP1	0	1
SHC1	0	1
CKS1B	0	1
ZBTB7B	0	1
DCST2	0	1
DCST1	0	1
DCST1-AS1	0	1
EFNA3	0	1
EFNA1	0	1
SLC50A1	0	1
KRTCAP2	0	1
TRIM46	0	1
MUC1	0	1
THBS3	0	1
GBAP1	0	1
GBA	0	1
FAM189B	0	1
SCAMP3	0	1
CLK2	0	1
HCN3	0	1
PKLR	0	1
FDPS	0	1
RUSC1-AS1	0	1
RUSC1	0	1
ASH1L	0	1
ASH1L-AS1	0	1
YY1AP1	0	1
DAP3	0	1
MSTO2P	0	1
GON4L	0	1
SYT11	0	1
RIT1	0	1
KHDC4	0	1
ARHGEF2	0	1
SSR2	0	1
UBQLN4	0	1
LAMTOR2	0	1
RAB25	0	1
MEX3A	0	1
LMNA	0	1
SEMA4A	0	1
SLC25A44	0	1
SMG5	0.514833333333333	1
GLMP	0	1
CCT3	0	1
TSACC	0	1
RHBG	0	1
MIR9-1HG	0	1
MEF2D	0	1
IQGAP3	0	1
TTC24	0	1
GPATCH4	0	1
LOC101928177	0	1
BCAN	0.0653333333333333	1
NES	0	1
CRABP2	0	1
ISG20L2	0	1
HDGF	0	1
PRCC	0	1
SH2D2A	0	1
NTRK1	0.00283333333333333	1
INSRR	0	1
PEAR1	0	1
LRRC71	0	1
ARHGEF11	0	1
ETV3L	0	1
ETV3	0	1
FCRL5	0	1
FCRL4	0	1
FCRL3	0	1
FCRL2	0	1
FCRL1	0	1
CD5L	0	1
LOC105371458	0	1
KIRREL1	0	1
KIRREL1-IT1	0	1
LINC01704	0	1
CD1A	0	1
CD1C	0	1
CD1B	0	1
CD1E	0	1
OR6Y1	0	1
OR10Z1	0	1
SPTA1	0.0448333333333333	1
OR6K3	0	1
OR6K6	0	1
OR6N2	0	1
MNDA	0	1
PYHIN1	0	1
IFI16	0	1
AIM2	0	1
CADM3	0	1
CADM3-AS1	0	1
FCER1A	0	1
OR10J1	0	1
OR10J4	0	1
OR10J5	0	1
APCS	0	1
DUSP23	0	1
FCRL6	0	1
SLAMF8	0	1
SNHG28	0	1
VSIG8	0	1
CFAP45	0	1
TAGLN2	0	1
IGSF9	0	1
LINC01133	0	1
PIGM	0	1
KCNJ10	0	1
KCNJ9	0	1
ATP1A2	0	1
ATP1A4	0	1
CASQ1	0	1
LOC729867	0	1
PEA15	0	1
DCAF8	0	1
COPA	0	1
NCSTN	0	1
NHLH1	0	1
VANGL2	0	1
SLAMF6	0.144333333333333	1
CD84	0	1
SLAMF1	0	1
CD48	0	1
SLAMF7	0	1
LY9	0	1
CD244	0	1
ITLN1	0	1
LOC101928372	0	1
ITLN2	0	1
F11R	0	1
USF1	0	1
ARHGAP30	0.189166666666667	1
NECTIN4	0	1
PFDN2	0	1
NIT1	0.201	1
USP21	0	1
PPOX	0	1
ADAMTS4	0	1
NDUFS2	0	1
FCER1G	0	1
APOA2	0	1
TOMM40L	0	1
NR1I3	0	1
PCP4L1	0	1
MPZ	0	1
SDHC	0	1
FCGR2A	0	1
HSPA6	0	1
FCGR3A	0	1
FCGR2C	0	1
HSPA7	0	1
FCGR3B	0.023	1
FCGR2B	0	1
RPL31P11	0	1
FCRLA	0	1
FCRLB	0	1
DUSP12	0	1
ATF6	0	1
OLFML2B	0	1
NOS1AP	0	1
SPATA46	0	1
C1orf226	0	1
SH2D1B	0	1
UHMK1	0	1
UAP1	0	1
DDR2	0	1
HSD17B7	0	1
CCDC190	0	1
RGS4	0	1
RGS5	0	1
RGS5-AS1	0	1
NUF2	0	1
LOC100422212	0	1
PBX1	0	1
PBX1-AS1	0	1
LMX1A	0	1
RXRG	0.019	1
LRRC52-AS1	0	1
LRRC52	0	1
MGST3	0	1
ALDH9A1	0	1
LOC440700	0.0135	1
TMCO1	0	1
TMCO1-AS1	0	1
UCK2	0	1
FAM78B	0	1
LINC01675	0	1
FMO9P	0	1
POGK	0	1
TADA1	0	1
ILDR2	0	1
MAEL	0	1
GPA33	0	1
STYXL2	0	1
LINC01363	0	1
POU2F1	0	1
CD247	0.0348333333333333	1
CREG1	0	1
RCSD1	0	1
MPZL1	0	1
ADCY10	0	1
MPC2	0	1
DCAF6	0	1
GPR161	0	1
TIPRL	0	1
SFT2D2	0	1
TBX19	0	1
LOC100505918	0	1
LOC101928565	0	1
XCL2	0	1
XCL1	0	1
DPT	0	1
LINC00970	0.048	1
LOC101928596	0	1
ATP1B1	0	1
NME7	0	1
BLZF1	0	1
CCDC181	0	1
SLC19A2	0	1
F5	0	1
SELP	0	1
SELL	0	1
SELE	0	1
C1orf112	0	1
SCYL3	0	1
KIFAP3	0	1
METTL11B	0.0148333333333333	1
LINC01681	0	1
LINC01142	0.0256666666666667	1
GORAB-AS1	0	1
GORAB	0	1
PRRX1	0	1
MROH9	0	1
FMO3	0	1
FMO6P	0	1
FMO2	0	1
FMO1	0	1
FMO4	0	1
PRRC2C	0	1
MYOCOS	0	1
MYOC	0	1
VAMP4	0	1
EEF1AKNMT	0	1
DNM3	0	1
DNM3OS	0	1
C1orf105	0	1
SUCO	0	1
FASLG	0	1
TNFSF18	0	1
TNFSF4	0	1
LOC100506023	0	1
PRDX6-AS1	0	1
PRDX6	0	1
SLC9C2	0	1
ANKRD45	0	1
KLHL20	0	1
CENPL	0	1
DARS2	0	1
ZBTB37	0.0781666666666667	1
SERPINC1	0	1
RC3H1	0	1
RABGAP1L-DT	0	1
RABGAP1L	0.0526666666666667	1
GPR52	0	1
RABGAP1L-AS1	0	1
CACYBP	0	1
MRPS14	0	1
TNN	0	1
KIAA0040	0	1
TNR	0.188	1
LINC01657	0	1
COP1	0	1
PAPPA2	0.084	1
ASTN1	0.0978333333333333	1
BRINP2	0	1
LINC01645	0	1
LINC01741	0	1
CRYZL2P-SEC16B	0	1
CRYZL2P	0	1
RASAL2-AS1	0	1
RASAL2	0	1
TEX35	0	1
C1orf220	0	1
RALGPS2	0	1
ANGPTL1	0	1
FAM20B	0	1
TOR3A	0	1
ABL2	0	1
SOAT1	0	1
AXDND1	0	1
NPHS2	0	1
TDRD5	0	1
FAM163A	0	1
TOR1AIP2	0	1
TOR1AIP1	0	1
CEP350	0	1
QSOX1	0	1
LHX4	0	1
LHX4-AS1	0	1
ACBD6	0	1
OVAAL	0	1
XPR1	0.0433333333333333	1
KIAA1614	0	1
KIAA1614-AS1	0	1
STX6	0	1
MR1	0	1
IER5	0	1
LINC01732	0.00183333333333333	1
LINC01699	0	1
CACNA1E	0	1
LINC01344	0	1
GLUL	0	1
TEDDM1	0	1
LINC00272	0.153333333333333	1
RGSL1	0	1
RNASEL	0	1
RGS16	0	1
RGS8	0	1
LINC01688	0	1
NPL	0	1
DHX9	0	1
SHCBP1L	0	1
LAMC1	0	1
LAMC2	0	1
NMNAT2	0	1
SMG7-AS1	0	1
SMG7	0	1
NCF2	0	1
ARPC5	0	1
RGL1	0	1
APOBEC4	0	1
COLGALT2	0	1
TSEN15	0	1
C1orf21	0	1
EDEM3	0	1
NIBAN1	0	1
LINC01633	0.00883333333333333	1
RNF2	0	1
TRMT1L	0	1
SWT1	0	1
IVNS1ABP	0	1
GS1-279B7.1	0	1
LINC01350	0	1
HMCN1	0	1
PRG4	0	1
TPR	0	1
ODR4	0	1
PDC-AS1	0	1
PTGS2	0.153333333333333	1
PACERR	0	1
PLA2G4A	0	1
LINC01036	0	1
LINC01037	0	1
BRINP3	0	1
LINC01351	0	1
LINC01720	0	1
RGS18	0	1
RGS21	0.0025	1
RGS1	0	1
RGS13	0	1
MIR4426	0	1
RGS2	0	1
UCHL5	0	1
RO60	0	1
GLRX2	0	1
CDC73	0	1
B3GALT2	0	1
LINC01031	0	1
LINC01724	0	1
KCNT2	0	1
CFH	0	1
CFHR4	0	1
CFHR2	0	1
CFHR5	0	1
F13B	0	1
ASPM	0	1
ZBTB41	0	1
CRB1	0	1
DENND1B	0	1
C1orf53	0	1
LHX9	0	1
NEK7	0.0145	1
ATP6V1G3	0	1
PTPRC	0	1
MIR181A1HG	0.0121666666666667	1
LINC01222	0	1
LINC01221	0	1
LINC02789	0	1
NR5A2	0	1
LINC00862	0	1
KIF14	0	1
DDX59	0	1
DDX59-AS1	0	1
CAMSAP2	0	1
GPR25	0	1
INAVA	0	1
MROH3P	0.0213333333333333	1
KIF21B	0.0573333333333333	1
CACNA1S	0.0946666666666667	1
ASCL5	0	1
TMEM9	0	1
IGFN1	0	1
PKP1	0	1
TNNT2	0	1
LAD1	0	1
TNNI1	0	1
PHLDA3	0	1
CSRP1	0	1
LOC107985246	0	1
NAV1	0	1
IPO9-AS1	0	1
IPO9	0	1
SHISA4	0	1
LMOD1	0	1
TIMM17A	0	1
SNORA70H	0	1
RNPEP	0	1
ELF3-AS1	0	1
GPR37L1	0	1
ARL8A	0	1
PTPN7	0	1
PTPRVP	0	1
LGR6	0	1
UBE2T	0	1
PPP1R12B	0	1
SYT2	0	1
KDM5B	0	1
MGAT4EP	0	1
ACTG1P25	0	1
RABIF	0	1
KLHL12	0	1
ADIPOR1	0	1
MGAT4FP	0.2355	1
TMEM183A	0	1
PPFIA4	0	1
MYOG	0	1
MYOPARR	0	1
ADORA1	0	1
MYBPH	0	1
CHI3L1	0	1
CHIT1	0	1
LINC01353	0	1
LINC01136	0	1
BTG2	0.0453333333333333	1
FMOD	0	1
PRELP	0	1
OPTC	0	1
ATP2B4	0	1
LAX1	0	1
ZBED6	0	1
ZC3H11A	0	1
SNRPE	0	1
LINC00303	0	1
SOX13	0	1
ETNK2	0	1
REN	0	1
KISS1	0	1
GOLT1A	0.0153333333333333	1
PLEKHA6	0	1
PPP1R15B	0	1
PIK3C2B	0	1
MDM4	0	1
LRRN2	0.159166666666667	1
NFASC	0	1
CNTN2	0	1
TMEM81	0	1
RBBP5	0	1
DSTYK	0	1
TMCC2	0	1
NUAK2	0	1
KLHDC8A	0	1
LEMD1-AS1	0	1
LEMD1	0	1
BLACAT1	0	1
LEMD1-DT	0	1
CDK18	0	1
MFSD4A-AS1	0	1
MFSD4A	0	1
ELK4	0	1
SLC45A3	0	1
NUCKS1	0	1
RAB29	0	1
SLC41A1	0	1
PM20D1	0	1
LOC284581	0	1
SLC26A9	0	1
AVPR1B	0	1
RHEX	0.0948333333333333	1
CTSE	0.00716666666666667	1
SRGAP2	0	1
SRGAP2D	0	1
IKBKE	0	1
RASSF5	0	1
EIF2D	0	1
DYRK3	0	1
MAPKAPK2	0	1
IL10	0	1
IL19	0	1
IL20	0	1
IL24	0	1
FCMR	0.165333333333333	1
PIGR	0	1
FCAMR	0	1
C1orf116	0	1
YOD1	0	1
PFKFB2	0	1
C4BPB	0	1
C4BPA	0	1
CD55	0.203	1
CR2	0	1
CR1	0	1
CR1L	0	1
CD46	0.215333333333333	1
MIR29B2CHG	0	1
LOC148696	0	1
CD34	0	1
LINC02767	0	1
PLXNA2	0	1
LINC01717	0	1
LINC01774	0.1115	1
LINC01696	0	1
LINC01698	0	1
MIR205HG	0	1
CAMK1G	0	1
LAMB3	0	1
HSD11B1-AS1	0	1
TRAF3IP3	0	1
IRF6	0.0238333333333333	1
UTP25	0	1
SYT14	0	1
SERTAD4	0	1
HHAT	0.138166666666667	1
KCNH1	0	1
RCOR3	0	1
TRAF5	0	1
LINC00467	0	1
RD3	0	1
SLC30A1	0	1
LINC01693	0	1
NEK2	0	1
LOC91548	0	1
LPGAT1	0	1
LPGAT1-AS1	0	1
INTS7	0	1
DTL	0	1
LINC02608	0	1
PPP2R5A	0	1
PACC1	0	1
NENF	0	1
LINC01740	0	1
ATF3	0	1
FAM71A	0	1
BATF3	0	1
NSL1	0	1
TATDN3	0	1
SPATA45	0	1
FLVCR1	0	1
VASH2	0	1
ANGEL2	0	1
RPS6KC1	0	1
PROX1-AS1	0	1
LINC00538	0	1
PROX1	0.44	1
SMYD2	0	1
PTPN14	0	1
CENPF	0	1
KCNK2	0	1
KCTD3	0	1
USH2A	0	1
USH2A-AS2	0	1
ESRRG	0	1
GPATCH2	0	1
SPATA17	0	1
SPATA17-AS1	0	1
LINC00210	0.0288333333333333	1
LINC01653	0	1
RRP15	0	1
TGFB2	0	1
MIR548F3	0	1
TGFB2-OT1	0.00333333333333333	1
LYPLAL1-DT	0	1
LYPLAL1	0	1
LYPLAL1-AS1	0	1
ZC3H11B	0	1
SLC30A10	0	1
EPRS1	0	1
BPNT1	0	1
IARS2	0	1
RAB3GAP2	0	1
MARK1	0	1
C1orf115	0	1
MTARC2	0	1
MTARC1	0	1
RNU6ATAC35P	0	1
HLX-AS1	0	1
HLX	0	1
LINC02817	0	1
DUSP10	0	1
LINC01655	0	1
LINC02257	0	1
LINC02474	0	1
HHIPL2	0	1
TAF1A	0	1
TAF1A-AS1	0	1
MIA3	0	1
AIDA	0.00316666666666667	1
BROX	0	1
FAM177B	0	1
DISP1	0	1
TLR5	0	1
SUSD4	0	1
CAPN8	0	1
CAPN2	0	1
TP53BP2	0.063	1
GTF2IP20	0	1
SEPTIN7P13	0	1
FBXO28	0	1
DEGS1	0	1
LOC101927143	0	1
LOC101927164	0	1
NVL	0	1
CNIH4	0	1
WDR26	0	1
CNIH3	0	1
DNAH14	0	1
LBR	0	1
ENAH	0	1
SRP9	0	1
EPHX1	0	1
TMEM63A	0	1
LEFTY1	0.0396666666666667	1
PYCR2	0	1
SDE2	0.0345	1
H3P6	0	1
LINC01703	0	1
ACBD3	0	1
MIXL1	0	1
LIN9	0	1
PARP1	0.1005	1
STUM	0	1
ITPKB	0.0118333333333333	1
ITPKB-IT1	0	1
PSEN2	0	1
COQ8A	0	1
CDC42BPA	0	1
ZNF678	0	1
SNAP47	0	1
LOC105373289	0	1
PRSS38	0	1
WNT9A	0	1
WNT3A	0	1
LINC02809	0	1
ARF1	0	1
GUK1	0	1
GJC2	0	1
IBA57-DT	0	1
IBA57	0	1
OBSCN-AS1	0	1
OBSCN	0	1
TRIM11	0	1
TRIM17	0	1
H3-4	0	1
RNF187	0	1
BTNL10	0	1
DUSP5P1	0	1
RHOU	0	1
MIR4454	0	1
LOC105373159	0	1
RAB4A	0	1
CCSAP	0	1
ACTA1	0	1
NUP133	0	1
LOC101927478	0	1
ABCB10	0	1
TAF5L	0	1
URB2	0	1
LINC01682	0	1
LINC01736	0	1
GALNT2	0	1
PGBD5	0	1
LINC01737	0	1
COG2	0	1
AGT	0	1
CAPN9	0	1
C1orf198	0	1
LOC101927604	0	1
TTC13	0	1
ARV1	0.0298333333333333	1
FAM89A	0	1
TRIM67	0	1
TRIM67-AS1	0	1
C1orf131	0.228833333333333	1
GNPAT	0	1
EXOC8	0	1
SPRTN	0	1
EGLN1	0	1
TSNAX-DISC1	0	1
DISC1	0	1
DISC2	0	1
SIPA1L2	0	1
LINC01745	0	1
LINC01744	0	1
NTPCR	0	1
PCNX2	0	1
MAP3K21	0	1
KCNK1	0	1
SLC35F3	0	1
COA6-AS1	0	1
COA6	0	1
TARBP1	0	1
LINC01354	0.04	1
IRF2BP2	0	1
LINC00184	0	1
LOC101927787	0	1
LINC01132	0	1
PP2672	0	1
LOC101927851	0	1
TOMM20	0	1
RBM34	0	1
ARID4B	0	1
GGPS1	0	1
TBCE	0	1
B3GALNT2	0.1035	1
GNG4	0	1
LYST	0	1
NID1	0	1
GPR137B	0	1
ERO1B	0	1
EDARADD	0.0305	1
LGALS8	0	1
LGALS8-AS1	0	1
HEATR1	0	1
ACTN2	0.023	1
MTR	0	1
MT1HL1	0	1
RYR2	0	1
LOC100130331	0	1
LINC01139	0	1
CHRM3	0	1
CHRM3-AS2	0.047	1
CHRM3-AS1	0	1
RPS7P5	0	1
FMN2	0	1
GREM2	0	1
RGS7	0	1
FH	0	1
KMO	0	1
OPN3	0	1
WDR64	0	1
EXO1	0	1
MAP1LC3C	0	1
PLD5	0	1
LINC01347	0	1
CEP170	0	1
SDCCAG8	0	1
AKT3	0	1
LINC02774	0	1
ZBTB18	0	1
C1orf100	0	1
ADSS2	0	1
CATSPERE	0.0775	1
DESI2	0.165	1
COX20	0	1
HNRNPU	0.0683333333333333	1
EFCAB2	0	1
KIF26B	0	1
KIF26B-AS1	0	1
SMYD3	0	1
LINC01743	0	1
TFB2M	0	1
CNST	0.0095	1
SCCPDH	0	1
LINC01341	0	1
AHCTF1	0	1
ZNF670-ZNF695	0	1
ZNF669	0	1
FLJ39095	0	1
C1orf229	0	1
ZNF124	0	1
ZNF496	0	1
LOC107985115	0.0118333333333333	1
NLRP3	0	1
OR2B11	0	1
OR2W5	0	1
GCSAML	0	1
GCSAML-AS1	0	1
OR2C3	0	1
OR2G2	0	1
OR6F1	0	1
OR14A2	0	1
OR11L1	0	1
TRIM58	0	1
OR2W3	0.00666666666666667	1
OR2L13	0	1
OR2L5	0	1
OR2M1P	0	1
OR2M5	0	1
OR2M2	0	1
OR2T12	0	1
OR2M7	0	1
OR14C36	0	1
OR2T2	0	1
OR2T5	0	1
OR2G6	0	1
OR14I1	0	1
SH3BP5L	0	1
ZNF672	0	1
PGBD2	0	1
FAM110C	0	2
SH3YL1	0	2
ACP1	0.0416666666666667	2
ALKAL2	0	2
LINC01865	0.0865	2
LOC100996637	0	2
LOC105373352	0.0358333333333333	2
TMEM18	0	2
LINC01115	0	2
LINC01939	0.0403333333333333	2
SNTG2	0	2
TPO	0	2
LOC102723730	0	2
PXDN	0	2
MYT1L	0	2
MYT1L-AS1	0	2
LINC01250	0.107666666666667	2
EIPR1	0.0185	2
TRAPPC12	0	2
ADI1	0	2
RNASEH1	0	2
RNASEH1-AS1	0	2
RPS7	0	2
COLEC11	0	2
ALLC	0.0235	2
DCDC2C	0	2
LINC01304	0	2
LOC105373394	0	2
LINC01249	0	2
LINC01248	0	2
SOX11	0.0513333333333333	2
LINC01810	0.0488333333333333	2
SILC1	0.012	2
LOC400940	0.120333333333333	2
LINC01247	0	2
LINC01246	0	2
MIR7515HG	0	2
LINC00487	0	2
NRIR	0.0223333333333333	2
CMPK2	0	2
RSAD2	0.0748333333333333	2
GRASLND	0	2
RNF144A	0	2
LOC101929452	0.0188333333333333	2
LOC100506274	0	2
LOC101929551	0	2
LINC00298	0	2
LINC00299	0	2
LINC01814	0	2
ID2-AS1	0	2
ID2	0	2
KIDINS220	0	2
MBOAT2	0	2
ASAP2	0	2
ITGB1BP1	0	2
CPSF3	0	2
IAH1	0	2
ADAM17	0	2
YWHAQ	0	2
TAF1B	0	2
GRHL1	0	2
KLF11	0	2
CYS1	0	2
RRM2	0	2
MIR4261	0.0826666666666667	2
HPCAL1	0	2
ODC1	0	2
ODC1-DT	0	2
NOL10	0.001	2
RN7SL832P	0	2
ATP6V1C2	0	2
PDIA6	0	2
LINC01954	0	2
FLJ33534	0.00283333333333333	2
C2orf50	0	2
SLC66A3	0.0606666666666667	2
ROCK2	0	2
LINC00570	0	2
E2F6	0	2
GREB1	0	2
NTSR2	0.085	2
LPIN1	0	2
MIR4262	0.00633333333333333	2
MIR3681HG	0	2
TRIB2	0	2
LOC100506474	0	2
LINC00276	0	2
LRATD1	0	2
NBAS	0	2
DDX1	0	2
LINC01804	0	2
MYCNUT	0	2
MYCN	0	2
GACAT3	0.0725	2
CYRIA	0	2
RAD51AP2	0	2
VSNL1	0.152333333333333	2
SMC6	0	2
GEN1	0	2
MSGN1	0	2
KCNS3	0	2
LINC01376	0.127	2
OSR1	0	2
LINC00954	0	2
TTC32	0	2
WDR35	0	2
LOC101928222	0	2
MATN3	0	2
LAPTM4A	0	2
SDC1	0	2
PUM2	0	2
RHOB	0.102166666666667	2
LOC107985856	0	2
HS1BP3	0	2
GDF7	0	2
LDAH	0	2
APOB	0.131833333333333	2
TDRD15	0	2
LINC01822	0	2
KLHL29	0	2
ATAD2B	0.0035	2
UBXN2A	0	2
MFSD2B	0	2
WDCP	0	2
FKBP1B	0	2
SF3B6	0	2
TP53I3	0	2
FAM228B	0	2
FAM228A	0.023	2
ITSN2	0	2
NCOA1	0	2
CENPO	0	2
ADCY3	0	2
DNAJC27	0	2
DNAJC27-AS1	0.00283333333333333	2
EFR3B	0	2
POMC	0	2
LINC01381	0	2
DNMT3A	0	2
DTNB	0	2
ASXL2	0	2
KIF3C	0.031	2
RAB10	0	2
GAREM2	0	2
HADHA	0.00333333333333333	2
HADHB	0	2
ADGRF3	0	2
SELENOI	0	2
DRC1	0	2
OTOF	0	2
FAM166C	0	2
CIB4	0	2
KCNK3	0	2
SLC35F6	0.000333333333333333	2
CENPA	0	2
DPYSL5	0	2
MAPRE3	0	2
MAPRE3-AS1	0	2
AGBL5	0	2
EMILIN1	0	2
CGREF1	0	2
ABHD1	0	2
PREB	0	2
PRR30	0	2
TCF23	0	2
SLC5A6	0	2
ATRAID	0	2
CAD	0	2
SLC30A3	0	2
DNAJC5G	0.073	2
TRIM54	0	2
MPV17	0.022	2
GTF3C2	0	2
EIF2B4	0	2
SNX17	0	2
PPM1G	0	2
NRBP1	0	2
IFT172	0	2
GCKR	0	2
C2orf16	0	2
ZNF512	0	2
CCDC121	0	2
GPN1	0	2
SUPT7L	0.104	2
SLC4A1AP	0	2
LINC01460	0.129333333333333	2
LOC105374378	0	2
RBKS	0	2
BABAM2	0	2
LOC100505736	0	2
FLJ31356	0.000666666666666667	2
FOSL2	0	2
PLB1	0	2
LOC100505774	0	2
PPP1CB	0	2
SPDYA	0.0623333333333333	2
TRMT61B	0	2
WDR43	0	2
TOGARAM2	0	2
PCARE	0	2
CLIP4	0	2
ALK	0.0303333333333333	2
LOC105374389	0.0106666666666667	2
YPEL5	0.0143333333333333	2
LBH	0	2
LINC01936	0	2
LCLAT1	0	2
CAPN13	0	2
GALNT14	0	2
CAPN14	0	2
EHD3	0	2
XDH	0	2
SRD5A2	0	2
LINC01946	0.117666666666667	2
MEMO1	0.0238333333333333	2
DPY30	0.097	2
SPAST	0	2
SLC30A6	0.0116666666666667	2
NLRC4	0.0528333333333333	2
YIPF4	0	2
BIRC6	0	2
BIRC6-AS2	0	2
TTC27	0	2
LINC00486	0	2
LTBP1	0	2
MIR4430	0.094	2
RASGRP3	0	2
RASGRP3-AS1	0	2
FAM98A	0.1545	2
LINC01317	0	2
MYADML	0	2
LINC01320	0	2
CRIM1	0	2
FEZ2	0.0138333333333333	2
VIT	0	2
STRN	0	2
HEATR5B	0	2
GPATCH11	0	2
EIF2AK2	0	2
SULT6B1	0	2
CEBPZOS	0	2
CEBPZ	0	2
NDUFAF7	0	2
PRKD3	0	2
QPCT	0	2
CDC42EP3	0	2
LINC00211	0	2
RMDN2	0	2
RMDN2-AS1	0	2
CYP1B1-AS1	0	2
ATL2	0	2
LINC01883	0	2
LINC02613	0.156166666666667	2
HNRNPLL	0	2
GALM	0	2
SRSF7	0	2
GEMIN6	0	2
DHX57	0	2
MORN2	0	2
ARHGEF33	0	2
SOS1	0	2
CDKL4	0.192333333333333	2
MAP4K3	0	2
MAP4K3-DT	0	2
TMEM178A	0	2
THUMPD2	0	2
SLC8A1-AS1	0	2
SLC8A1	0	2
LINC01913	0.2275	2
C2orf91	0	2
PKDCC	0	2
EML4-AS1	0	2
EML4	0	2
COX7A2L	0	2
KCNG3	0.0428333333333333	2
MTA3	0	2
OXER1	0	2
HAAO	0	2
LINC01819	0.077	2
LINC02580	0.176166666666667	2
ZFP36L2	0	2
LINC01126	0	2
THADA	0	2
PLEKHH2	0	2
DYNC2LI1	0	2
ABCG5	0	2
ABCG8	0	2
LRPPRC	0	2
PPM1B	0.0108333333333333	2
SLC3A1	0	2
PREPL	0	2
CAMKMT	0	2
LINC01833	0	2
SIX2	0.00716666666666667	2
LINC01121	0	2
SRBD1	0.0198333333333333	2
PRKCE	0.00933333333333333	2
EPAS1	0	2
LINC01820	0.00366666666666667	2
LINC02583	0	2
TMEM247	0.0183333333333333	2
ATP6V1E2	0	2
RHOQ	0	2
RHOQ-AS1	0	2
PIGF	0	2
CRIPT	0	2
SOCS5	0	2
LINC01118	0	2
LINC01119	0	2
MCFD2	0	2
TTC7A	0	2
STPG4	0	2
CALM2	0	2
EPCAM-DT	0.0035	2
EPCAM	0.0181666666666667	2
MSH2	0	2
KCNK12	0	2
MSH6	0	2
FBXO11	0	2
FOXN2	0	2
PPP1R21	0	2
STON1	0	2
STON1-GTF2A1L	0	2
FSHR	0	2
NRXN1	0	2
LOC730100	0	2
ASB3	0.0103333333333333	2
GPR75-ASB3	0	2
PSME4	0	2
ACYP2	0	2
C2orf73	0	2
SPTBN1	0.00733333333333333	2
EML6	0.00766666666666667	2
RTN4	0	2
CLHC1	0	2
MTIF2	0.00533333333333333	2
PRORSD1P	0	2
CCDC88A	0.0291666666666667	2
CFAP36	0	2
PPP4R3B	0	2
PNPT1	0.0203333333333333	2
EFEMP1	0	2
MIR217HG	0	2
LINC01813	0	2
LOC100129434	0	2
CCDC85A	0	2
VRK2	0	2
FANCL	0	2
LINC01795	0	2
LINC01122	0	2
LINC01793	0.0283333333333333	2
MIR4432HG	0.0035	2
BCL11A	0	2
PAPOLG	0	2
LINC01185	0	2
REL	0	2
PUS10	0.138333333333333	2
PEX13	0	2
KIAA1841	0	2
LOC339803	0	2
C2orf74	0.0505	2
AHSA2P	0	2
USP34	0.00883333333333333	2
XPO1	0	2
FAM161A	0	2
CCT4	0.0106666666666667	2
COMMD1	0	2
B3GNT2	0	2
TMEM17	0	2
EHBP1	0.0106666666666667	2
OTX1	0	2
WDPCP	0	2
MDH1	0	2
UGP2	0	2
VPS54	0	2
PELI1	0	2
LINC00309	0.0406666666666667	2
LOC100507006	0	2
LGALSL	0	2
LINC01805	0	2
AFTPH	0.0435	2
LINC02579	0.0166666666666667	2
SERTAD2	0.370833333333333	2
LINC01800	0	2
LINC02245	0	2
SLC1A4	0	2
CEP68	0	2
RAB1A	0	2
ACTR2	0	2
SPRED2	0	2
LINC01873	0	2
MEIS1-AS3	0	2
MEIS1	0	2
LINC01798	0.0893333333333333	2
LINC01797	0	2
LINC01799	0	2
LINC01828	0	2
ETAA1	0.0675	2
LINC01812	0	2
C1D	0.1155	2
WDR92	0.0638333333333333	2
PNO1	0	2
PPP3R1	0	2
CNRIP1	0	2
PLEK	0	2
APLF	0	2
PROKR1	0	2
ARHGAP25	0	2
BMP10	0.00516666666666667	2
GKN2	0	2
GKN1	0.0361666666666667	2
ANTXR1	0	2
GFPT1	0	2
NFU1	0	2
AAK1	0	2
ANXA4	0.150333333333333	2
LOC107985770	0	2
GMCL1	0	2
SNRNP27	0	2
MXD1	0	2
PCBP1-AS1	0	2
LINC01816	0	2
C2orf42	0	2
TIA1	0	2
PCYOX1	0	2
SNRPG	0	2
FAM136A	0	2
TGFA	0	2
TGFA-IT1	0	2
ADD2	0	2
FIGLA	0	2
CLEC4F	0	2
CD207	0	2
LINC01143	0	2
VAX2	0	2
ATP6V1B1	0	2
ATP6V1B1-AS1	0	2
ANKRD53	0	2
TEX261	0	2
OR7E91P	0	2
NAGK	0	2
MCEE	0.028	2
MPHOSPH10	0	2
PAIP2B	0	2
ZNF638	0	2
DYSF	0	2
CYP26B1	0	2
EXOC6B	0.0503333333333333	2
SPR	0	2
EMX1	0	2
SFXN5	0	2
RAB11FIP5	0	2
NOTO	0	2
SMYD5	0	2
PRADC1	0.000333333333333333	2
CCT7	0.0186666666666667	2
FBXO41	0	2
ALMS1	0	2
ALMS1-IT1	0	2
ALMS1P1	0	2
TPRKB	0	2
DUSP11	0	2
C2orf78	0	2
STAMBP	0	2
ACTG2	0.00616666666666667	2
DGUOK	0	2
DGUOK-AS1	0.00716666666666667	2
TET3	0	2
BOLA3	0	2
MOB1A	0	2
